,Unnamed: 0.1,Unnamed: 0,Product_Desc,First_part,Type,Type_2
1350,2204,2204,AQUASOFT SOAP 75GM.,AQUASOFT,SOAP 75GM., BOTTLE OF 200 ML LOTION
1351,2205,2205,AQUASOFT SOAP S BAR SOAP 75G,AQUASOFT,SOAP 75G, BOTTLE OF 200 ML LOTION
1352,2206,2206,AQUASOFT SOAP S BARS 75GM,AQUASOFT,SOAP S BARS 75GM, BOTTLE OF 200 ML LOTION
1353,2207,2207,AQUASOFT SOAP SYND BAR 75GM,AQUASOFT,SOAP SYND BAR 75GM, BOTTLE OF 200 ML LOTION
1354,2188,2188,AQUASOFT FC CREAM 100 GM,AQUASOFTFC,CREAM 100 GM, TUBE OF 60GMS CREAM
1355,2189,2189,AQUASOFT FC CREAM 100GM,AQUASOFTFC,CREAM 100GM, TUBE OF 60GMS CREAM
1356,2190,2190,AQUASOFT FC CREAM 60GM,AQUASOFTFC,CREAM 60GM, TUBE OF 60GMS CREAM
1357,2191,2191,AQUASOFT FC CREAM. 60GM,AQUASOFTFC,CREAM. 60GM, TUBE OF 60GMS CREAM
1358,2195,2195,AQUASOFT MAX CREAM 100 GM,AQUASOFTMAX,CREAM 100 GM, TUBE OF 150 GM INTENSIVE MOISTURISING CREAM
1359,2196,2196,AQUASOFT MAX CREAM 100GM,AQUASOFTMAX,CREAM 100GM, TUBE OF 150 GM INTENSIVE MOISTURISING CREAM
1360,2197,2197,AQUASOFT MAX CREAM 150GM.,AQUASOFTMAX,CREAM 150GM., TUBE OF 150 GM INTENSIVE MOISTURISING CREAM
1361,2198,2198,AQUASOFT MAX CREAM 60GM,AQUASOFTMAX,CREAM 60GM, TUBE OF 150 GM INTENSIVE MOISTURISING CREAM
1362,2199,2199,AQUASOFT MAX CREAM. 100GM,AQUASOFTMAX,CREAM. 100GM, TUBE OF 150 GM INTENSIVE MOISTURISING CREAM
1363,2200,2200,AQUASOFT MAX CREAMS 150GM,AQUASOFTMAX,CREAMS 150GM, TUBE OF 150 GM INTENSIVE MOISTURISING CREAM
1364,2180,2180,AQUASOFT CREAM # 150GM,AQUASOFT,CREAM # 150GM, PACK OF 75 GM SYNDET BAR
1365,2181,2181,AQUASOFT CREAM # 60GM,AQUASOFT,CREAM # 60GM, PACK OF 75 GM SYNDET BAR
1366,2182,2182,AQUASOFT CREAM 150 gm,AQUASOFT,CREAM 150 GM, PACK OF 75 GM SYNDET BAR
1367,2183,2183,AQUASOFT CREAM 150GM,AQUASOFT,CREAM 150GM, PACK OF 75 GM SYNDET BAR
1368,2184,2184,AQUASOFT CREAM 150GM.,AQUASOFT,CREAM 150GM., PACK OF 75 GM SYNDET BAR
1369,2185,2185,AQUASOFT CREAM 60 GM 18% 60GM,AQUASOFT,CREAM 60 GM 18% 60GM, PACK OF 75 GM SYNDET BAR
1370,2186,2186,AQUASOFT CREAM 60GM,AQUASOFT,CREAM 60GM, PACK OF 75 GM SYNDET BAR
1371,2203,2203,AQUASOFT SOAP 75GM,AQUASOFT,SOAP 75GM, PACK OF 75 GM SYNDET BAR
1372,2204,2204,AQUASOFT SOAP 75GM.,AQUASOFT,SOAP 75GM., PACK OF 75 GM SYNDET BAR
1373,2205,2205,AQUASOFT SOAP S BAR SOAP 75G,AQUASOFT,SOAP 75G, PACK OF 75 GM SYNDET BAR
1374,2206,2206,AQUASOFT SOAP S BARS 75GM,AQUASOFT,SOAP S BARS 75GM, PACK OF 75 GM SYNDET BAR
1375,2207,2207,AQUASOFT SOAP SYND BAR 75GM,AQUASOFT,SOAP SYND BAR 75GM, PACK OF 75 GM SYNDET BAR
1376,2208,2208,AQUASOL A CAPSULES 1*30,AQUASOLA,CAPSULES 1*30, BOTTLE OF 30 CAPSULES
1377,2219,2219,AQUAZIDE 12.5 TABLETS 10^S,AQUAZIDE12.5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1378,2220,2220,AQUAZIDE 12.5 TABLETS 10^S,AQUAZIDE12.5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1379,2221,2221,AQUAZIDE 25 TABLETS 10^S,AQUAZIDE25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1380,2221,2221,AQUAZIDE 25 TABLETS 10^S,AQUAZIDE25,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1381,2231,2231,AQUREA HF GEL 100GM,AQUREAHF,GEL 100GM, TUBE OF 100G CREAM
1382,2236,2236,ARACHITOL NANO 2K SYRUP DAILY 150ML,ARACHITOLNANO2K,SYRUP DAILY 150ML, BOTTLE OF 15 ML PEDIATRIC DROPS
1383,2238,2238,ARACHITOL NANO60K SYRUP(S/F) 1X4X5ML,ARACHITOLNANO60K,SYRUP(S/F) 1X4X5ML, BOTTLE OF 15 ML PEDIATRIC DROPS
1384,2236,2236,ARACHITOL NANO 2K SYRUP DAILY 150ML,ARACHITOLNANO2K,SYRUP DAILY 150ML, BOTTLE OF 5 ML ORAL SOLUTION
1385,2238,2238,ARACHITOL NANO60K SYRUP(S/F) 1X4X5ML,ARACHITOLNANO60K,SYRUP(S/F) 1X4X5ML, BOTTLE OF 5 ML ORAL SOLUTION
1386,2236,2236,ARACHITOL NANO 2K SYRUP DAILY 150ML,ARACHITOLNANO2K,SYRUP DAILY 150ML, BOTTLE OF 15 ML LIQUID
1387,2238,2238,ARACHITOL NANO60K SYRUP(S/F) 1X4X5ML,ARACHITOLNANO60K,SYRUP(S/F) 1X4X5ML, BOTTLE OF 15 ML LIQUID
1388,2238,2238,ARACHITOL NANO60K SYRUP(S/F) 1X4X5ML,ARACHITOLNANO60K,SYRUP(S/F) 1X4X5ML, BOTTLE OF 4X5ML ORAL SOLUTION
1389,2247,2247,ARBAZEAL ES 40 TABLETS 10^S,ARBAZEALES40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1390,2250,2250,ARBITEL 20 TABLETS 10.S,ARBITEL20,TABLETS 10.S, STRIP OF 10 TABLETS
1391,2251,2251,ARBITEL 20 TABLETS 15^S,ARBITEL20,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1392,2252,2252,ARBITEL 40  TABLETS 10.S,ARBITEL40,TABLETS 10.S, STRIP OF 10 TABLETS
1393,2253,2253,ARBITEL 40 TABLETS 10^S,ARBITEL40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1394,2262,2262,ARBITEL CT 40  TABLETS 10^S,ARBITELCT40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1395,2263,2263,ARBITEL CT 40 TABLETS 10^S,ARBITELCT40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1396,2254,2254,ARBITEL 80 TABLETS 10^S,ARBITEL80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1397,2255,2255,ARBITEL 80 TABLETS 10^S,ARBITEL80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1398,2264,2264,ARBITEL CT 80 TABLETS 10T,ARBITELCT80,TABLETS 10T, STRIP OF 10 TABLETS
1399,2265,2265,ARBITEL CT 80 TABLETS 10^S,ARBITELCT80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1400,2266,2266,ARBITEL H 80 TABLETS# 10^S,ARBITELH80,TABLETS# STRIP OF 10, STRIP OF 10 TABLETS
1401,2267,2267,ARBITEL H 80 TABLETS 10^S,ARBITELH80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1402,2256,2256,ARBITEL AM  TABLETS 10^S,ARBITELAM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1403,2257,2257,ARBITEL AM TABLETS 10^S,ARBITELAM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1404,2258,2258,ARBITEL AMH TABLETS 10^S,ARBITELAMH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1405,2259,2259,ARBITEL AMH TABLETS 10^S,ARBITELAMH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1406,2260,2260,ARBITEL AV TABLETS 10^S,ARBITELAV,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1407,2261,2261,ARBITEL AV TABLETS 10^S,ARBITELAV,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1408,2254,2254,ARBITEL 80 TABLETS 10^S,ARBITEL80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1409,2255,2255,ARBITEL 80 TABLETS 10^S,ARBITEL80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1410,2256,2256,ARBITEL AM  TABLETS 10^S,ARBITELAM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1411,2257,2257,ARBITEL AM TABLETS 10^S,ARBITELAM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1412,2258,2258,ARBITEL AMH TABLETS 10^S,ARBITELAMH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1413,2259,2259,ARBITEL AMH TABLETS 10^S,ARBITELAMH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1414,2262,2262,ARBITEL CT 40  TABLETS 10^S,ARBITELCT40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1415,2263,2263,ARBITEL CT 40 TABLETS 10^S,ARBITELCT40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1416,2264,2264,ARBITEL CT 80 TABLETS 10T,ARBITELCT80,TABLETS 10T, STRIP OF 10 TABLETS
1417,2265,2265,ARBITEL CT 80 TABLETS 10^S,ARBITELCT80,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1418,2268,2268,ARBITEL H TABLETS 10^T,ARBITELH,TABLETS 10^T, STRIP OF 10 TABLETS
1419,2269,2269,ARBITEL H TABLETS 10^S,ARBITELH,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1420,2274,2274,ARBITEL MT 50 TABLETS 7.S,ARBITELMT50,TABLETS 7.S, STRIP OF 2X7 TABLETS
1421,2275,2275,ARBITEL MT 50 TABLETS 7:S,ARBITELMT50,TABLETS 7:S, STRIP OF 2X7 TABLETS
1422,2274,2274,ARBITEL MT 50 TABLETS 7.S,ARBITELMT50,TABLETS 7.S, STRIP OF 7 TABLETS
1423,2275,2275,ARBITEL MT 50 TABLETS 7:S,ARBITELMT50,TABLETS 7:S, STRIP OF 7 TABLETS
1424,2271,2271,ARBITEL MT 25 TABLETS 7^S,ARBITELMT25,TABLETS STRIP OF 7, STRIP OF 7 TABLETS
1425,2277,2277,ARBITEL TRIO 25 TABLETS 10`S,ARBITELTRIO25,TABLETS 10`S,STRIP OF 10 TABLETS
1426,2278,2278,ARBITEL TRIO 50 TABLETS 10^S,ARBITELTRIO50,STRIP OF 10 TABLETS,STRIP OF 10 TABLETS
1427,2279,2279,ARBITEL TRIO 50 TABLETS 10`S,ARBITELTRIO50,TABLETS 10`S,STRIP OF 10 TABLETS
1428,2280,2280,ARBIVIT 3 DROPS 15ML,ARBIVIT3,DROPS 15ML, BOTTLE OF 60 ML SYRUP
1429,2282,2282,ARBIVIT 3 SYRUP 60ML,ARBIVIT3,SYRUP 60ML, BOTTLE OF 60 ML SYRUP
1430,2281,2281,ARBIVIT 3 FORTE DROPS 15ML,ARBIVIT3FORTE,DROPS 15ML, BOTTLE OF 15 ML DROPS
1431,2284,2284,ARBOZIL 40 TABLETS 10^S,ARBOZIL40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1432,2287,2287,ARCALION TABLETS 10T,ARCALION,TABLETS 10T, STRIP OF 10 TABLETS
1433,2291,2291,A-RET 0.1 GEL 20GM,A-RET0.1,GEL 20GM, TUBE OF 20 GM GEL
1434,2293,2293,A-RET HC CREAM 15GM,A-RETHC,CREAM 15GM, TUBE OF 15 GM CREAM
1435,2295,2295,ARFLUR 100 DT TABLETS 10^S,ARFLUR100DT,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1436,2296,2296,ARFLUR 3D TABLETS 10^S,ARFLUR3D,STRIP OF 10 TABLETS, TUBE OF 30G GEL
1437,2300,2300,ARFLUR MX TABLETS 10^S,ARFLURMX,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1438,2298,2298,ARFLUR LBP TABLETS 10^S,ARFLURLBP,STRIP OF 10 TABLETS, STRIP OF OF 10 CAPSULES
1439,2311,2311,ARGICAL D3 CAPSULES 4^S,ARGICALD3,CAPSULES STRIP OF 4, STRIP OF 4 TABLETS
1440,2312,2312,ARGICAL D3 DROP 30ML,ARGICALD3,DROP 30ML, STRIP OF 4 TABLETS
1441,2313,2313,ARGICAL HD TABLETS 15^S,ARGICALHD,STRIP OF 15 TABLETS, STRIP OF 1 TABLETS
1442,2325,2325,ARGIHOPE TABLETS 10.S,ARGIHOPE,TABLETS 10.S, TUBE OF 10 GM GEL
1443,2346,2346,ARICEP 10 TABLETS 10^S,ARICEP10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1444,2347,2347,ARICEP 23 SR TABLETS 10 ATB,ARICEP23SR,TABLETS 10 ATB, STRIP OF 10 TABLETS
1445,2348,2348,ARICEP 5 TABLETS 10^S,ARICEP5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1446,2349,2349,ARICEP 5 TABLETS .10^S,ARICEP5,TABLETS .STRIP OF 10, STRIP OF 10 TABLETS
1447,2350,2350,ARICEP 5 TABLETS 10^S,ARICEP5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1448,2352,2352,ARICEP M TABLETS 1*10,ARICEPM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1449,2353,2353,ARICEP M TABLETS 10 TABLETS,ARICEPM,TABLETS, STRIP OF 10 TABLETS
1450,2351,2351,ARICEP M FORTE TABLETS 10 TABLETS,ARICEPMFORTE,TABLETS, STRIP OF 10 TABLETS
1451,2354,2354,ARIDAY 10MG TABLETS 10S,ARIDAY10MG,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1452,2357,2357,ARIP MT 10 TABLETS 15^S,ARIPMT10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1453,2358,2358,ARIP MT 15 TABLETS 10 S,ARIPMT15,TABLETS 10 S, STRIP OF 15 TABLETS
1454,2359,2359,ARIP MT 15 TABLETS 15^S,ARIPMT15,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1455,2364,2364,ARIP MT 5 TABLETS 15^S,ARIPMT5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1456,2360,2360,ARIP MT 2 TABLETS 15^S,ARIPMT2,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1457,2361,2361,ARIP MT 20 TABLETS 15^S,ARIPMT20,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1458,2360,2360,ARIP MT 2 TABLETS 15^S,ARIPMT2,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1459,2361,2361,ARIP MT 20 TABLETS 15^S,ARIPMT20,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1460,2360,2360,ARIP MT 2 TABLETS 15^S,ARIPMT2,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1461,2361,2361,ARIP MT 20 TABLETS 15^S,ARIPMT20,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1462,2362,2362,ARIP MT 30 TABLETS 15^S,ARIPMT30,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1463,2358,2358,ARIP MT 15 TABLETS 10 S,ARIPMT15,TABLETS 10 S, STRIP OF 10 TABLETS
1464,2359,2359,ARIP MT 15 TABLETS 15^S,ARIPMT15,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1465,2364,2364,ARIP MT 5 TABLETS 15^S,ARIPMT5,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1466,2358,2358,ARIP MT 15 TABLETS 10 S,ARIPMT15,TABLETS 10 S, STRIP OF 15 TABLETS
1467,2359,2359,ARIP MT 15 TABLETS 15^S,ARIPMT15,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1468,2364,2364,ARIP MT 5 TABLETS 15^S,ARIPMT5,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1469,2371,2371,ARISTOGYL 400 TABLETS 10^S,ARISTOGYL400,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1470,2382,2382,ARISTOZYME CAPSULES 1*15,ARISTOZYME,CAPSULES 1*15, BOTTLE OF 15 ML DROPS
1471,2383,2383,ARISTOZYME CAPSULES. 1*15,ARISTOZYME,CAPSULES. 1*15, BOTTLE OF 15 ML DROPS
1472,2384,2384,ARISTOZYME DROP 15ML,ARISTOZYME,DROP 15ML, BOTTLE OF 15 ML DROPS
1473,2387,2387,ARISTOZYME SYRUP 200ML,ARISTOZYME,SYRUP 200ML, BOTTLE OF 15 ML DROPS
1474,2382,2382,ARISTOZYME CAPSULES 1*15,ARISTOZYME,CAPSULES 1*15, BOTTLE OF 200 ML LIQUID
1475,2383,2383,ARISTOZYME CAPSULES. 1*15,ARISTOZYME,CAPSULES. 1*15, BOTTLE OF 200 ML LIQUID
1476,2384,2384,ARISTOZYME DROP 15ML,ARISTOZYME,DROP 15ML, BOTTLE OF 200 ML LIQUID
1477,2387,2387,ARISTOZYME SYRUP 200ML,ARISTOZYME,SYRUP 200ML, BOTTLE OF 200 ML LIQUID
1478,2382,2382,ARISTOZYME CAPSULES 1*15,ARISTOZYME,CAPSULES 1*15, BOTTLE OF 200 ML SYRUP
1479,2383,2383,ARISTOZYME CAPSULES. 1*15,ARISTOZYME,CAPSULES. 1*15, BOTTLE OF 200 ML SYRUP
1480,2384,2384,ARISTOZYME DROP 15ML,ARISTOZYME,DROP 15ML, BOTTLE OF 200 ML SYRUP
1481,2387,2387,ARISTOZYME SYRUP 200ML,ARISTOZYME,SYRUP 200ML, BOTTLE OF 200 ML SYRUP
1482,2382,2382,ARISTOZYME CAPSULES 1*15,ARISTOZYME,CAPSULES 1*15, STRIP OF 15 CAPSULES
1483,2383,2383,ARISTOZYME CAPSULES. 1*15,ARISTOZYME,CAPSULES. 1*15, STRIP OF 15 CAPSULES
1484,2384,2384,ARISTOZYME DROP 15ML,ARISTOZYME,DROP 15ML, STRIP OF 15 CAPSULES
1485,2387,2387,ARISTOZYME SYRUP 200ML,ARISTOZYME,SYRUP 200ML, STRIP OF 15 CAPSULES
1486,2385,2385,ARISTOZYME GOLD 10S,ARISTOZYMEGOLD10S,, STRIP OF 10 TABLETS
1487,2386,2386,ARISTOZYME GOLD TABLETS 10T,ARISTOZYMEGOLD,TABLETS 10T, STRIP OF 10 TABLETS
1488,2392,2392,ARK GEL 30GM,ARK,GEL 30GM, BOTTLE OF 143 ML PAIN RELIEF SPRAY
1489,2392,2392,ARK GEL 30GM,ARK,GEL 30GM, BOTTLE OF 78.6 ML PAIN RELIEF SPRAY
1490,2392,2392,ARK GEL 30GM,ARK,GEL 30GM, TUBE OF 30 G GEL
1491,2396,2396,ARK-75 TABLETS 10^S,ARK-75,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1492,2392,2392,ARK GEL 30GM,ARK,GEL 30GM,BOTTLE OF 55 GM SPRAY
1493,2397,2397,ARKAMIN TABLETS  30T,ARKAMIN,TABLETS  30T, STRIP OF 30 TABLETS
1494,2398,2398,ARKAMIN TABLETS 30S,ARKAMIN,TABLETS 30S, STRIP OF 30 TABLETS
1495,2399,2399,ARKAMIN TABLETS 30T,ARKAMIN,TABLETS 30T, STRIP OF 30 TABLETS
1496,2397,2397,ARKAMIN TABLETS  30T,ARKAMIN,TABLETS  30T, STRIP OF 10 TABLETS
1497,2398,2398,ARKAMIN TABLETS 30S,ARKAMIN,TABLETS 30S, STRIP OF 10 TABLETS
1498,2399,2399,ARKAMIN TABLETS 30T,ARKAMIN,TABLETS 30T, STRIP OF 10 TABLETS
1499,2401,2401,ARKAMIN-H TABLETS 10^S,ARKAMIN-H,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1500,2391,2391,ARK AP TABLETS 10^S,ARKAP,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1501,2434,2434,AROFF EZ TABLETS 10^S,AROFFEZ,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1502,2437,2437,AROPHYLL HD TABLETS 10S,AROPHYLLHD,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1503,2445,2445,ARPIMUNE ME 100MG 5.S,ARPIMUNEME100MG5.S,, STRIP OF 5 CAPSULES
1504,2452,2452,ARPIZOL 2 10S,ARPIZOL210S,, STRIP OF 10 TABLETS
1505,2452,2452,ARPIZOL 2 10S,ARPIZOL210S,, STRIP OF 10 TABLETS
1506,2458,2458,ARRENO CAPSULES 10^S,ARRENO,STRIP OF 10 CAPSULES,STRIP OF 10 CAPSULES
1507,2476,2476,ARTIFLO 2 TABLETS 10T,ARTIFLO2,TABLETS 10T, STRIP OF 10 TABLETS
1508,2477,2477,ARTIFLO 3 TABLETS 10T,ARTIFLO3,TABLETS 10T, STRIP OF 10 TABLETS
1509,2484,2484,ARVAST 10 TABLETS,ARVAST10,TABLETS, STRIP OF 15 TABLETS
1510,2485,2485,ARVAST 10 TABLETS 15^S,ARVAST10,STRIP OF 15 TABLETS, STRIP OF 15 TABLETS
1511,2497,2497,ARVAST F 10 TABLETS 10^S,ARVASTF10,STRIP OF 10 TABLETS, STRIP OF 15 TABLETS
1512,2486,2486,ARVAST 15 TABLETS 10^S,ARVAST15,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1513,2490,2490,ARVAST 5 TABLETS 10^S,ARVAST5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1514,2487,2487,ARVAST 20 TABLETS 10^S,ARVAST20,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1515,2488,2488,ARVAST 30 TABLETS 10^S,ARVAST30,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1516,2489,2489,ARVAST 40 TABLETS 10^S,ARVAST40,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1517,2486,2486,ARVAST 15 TABLETS 10^S,ARVAST15,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1518,2490,2490,ARVAST 5 TABLETS 10^S,ARVAST5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1519,2498,2498,ARVAST F 5 TABLETS 10^S,ARVASTF5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1520,2491,2491,ARVAST A 150 CAPSULES 10^S,ARVASTA150,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1521,2492,2492,ARVAST A 75 CAPSULES 10^S,ARVASTA75,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1522,2493,2493,ARVAST CF 10 CAPSULES 10S,ARVASTCF10,STRIP OF 10 CAPSULESS, STRIP OF 10 CAPSULES
1523,2495,2495,ARVAST CV 10 CAPSULES 10^S,ARVASTCV10,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1524,2497,2497,ARVAST F 10 TABLETS 10^S,ARVASTF10,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1525,2494,2494,ARVAST CF 5 CAPSULES 10S,ARVASTCF5,STRIP OF 10 CAPSULESS, STRIP OF 10 CAPSULES
1526,2498,2498,ARVAST F 5 TABLETS 10^S,ARVASTF5,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1527,2495,2495,ARVAST CV 10 CAPSULES 10^S,ARVASTCV10,STRIP OF 10 CAPSULES, STRIP OF 10 CAPSULES
1528,2484,2484,ARVAST 10 TABLETS,ARVAST10,TABLETS, STRIP OF 10 TABLETS
1529,2485,2485,ARVAST 10 TABLETS 15^S,ARVAST10,STRIP OF 15 TABLETS, STRIP OF 10 TABLETS
1530,2493,2493,ARVAST CF 10 CAPSULES 10S,ARVASTCF10,STRIP OF 10 CAPSULESS, STRIP OF 10 TABLETS
1531,2497,2497,ARVAST F 10 TABLETS 10^S,ARVASTF10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1532,2490,2490,ARVAST 5 TABLETS 10^S,ARVAST5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1533,2494,2494,ARVAST CF 5 CAPSULES 10S,ARVASTCF5,STRIP OF 10 CAPSULESS, STRIP OF 10 TABLETS
1534,2498,2498,ARVAST F 5 TABLETS 10^S,ARVASTF5,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1535,2499,2499,ARVAST GOLD 10 TABLETS 10^S,ARVASTGOLD10,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1536,2500,2500,ARVAST GOLD 20 TABLETS 10^S,ARVASTGOLD20,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1537,2500,2500,ARVAST GOLD 20 TABLETS 10^S,ARVASTGOLD20,STRIP OF 10 TABLETS, STRIP OF 10 CAPSULES
1538,2516,2516,ASCAZIN SYRUP 70ML,ASCAZIN,SYRUP 70ML, BOTTLE OF 70 ML SYRUP
1539,2517,2517,ASCAZIN TABLETS# 10^S,ASCAZIN,TABLETS# STRIP OF 10, BOTTLE OF 70 ML SYRUP
1540,2518,2518,ASCAZIN TABLETS 10^S,ASCAZIN,STRIP OF 10 TABLETS, BOTTLE OF 70 ML SYRUP
1541,2516,2516,ASCAZIN SYRUP 70ML,ASCAZIN,SYRUP 70ML, STRIP OF 10 TABLETS
1542,2517,2517,ASCAZIN TABLETS# 10^S,ASCAZIN,TABLETS# STRIP OF 10, STRIP OF 10 TABLETS
1543,2518,2518,ASCAZIN TABLETS 10^S,ASCAZIN,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1544,2519,2519,ASCOBATE M TABLETS 10^S,ASCOBATEM,STRIP OF 10 TABLETS, STRIP OF 10 TABLETS
1545,2528,2528,ASCORIL C SYRUP 120ML,ASCORILC,SYRUP 120ML, BOTTLE OF 100 ML SYRUP
1546,2540,2540,ASCORIL TABLETS 10s,ASCORIL,STRIP OF 10 TABLETS, BOTTLE OF 100 ML SYRUP
1547,2533,2533,ASCORIL LS JUNIOR SYRUP 100ML,ASCORILLSJUNIOR,SYRUP 100ML, BOTTLE OF 60 ML SYRUP
1548,2534,2534,ASCORIL LS JUNIOR SYRUP 60ML,ASCORILLSJUNIOR,SYRUP 60ML, BOTTLE OF 60 ML SYRUP
1549,2538,2538,ASCORIL PLUS TABLETS 10^S,ASCORILPLUS,STRIP OF 10 TABLETS, BOTTLE OF 100 ML SYRUP
1550,2530,2530,ASCORIL FLU DROP 15ML,ASCORILFLU,DROP 15ML, BOTTLE OF 15 ML DROPS
1551,2530,2530,ASCORIL FLU DROP 15ML,ASCORILFLU,DROP 15ML, BOTTLE OF 60 ML SYRUP
1552,2532,2532,ASCORIL LS DROP 15ML,ASCORILLS,DROP 15ML, BOTTLE OF 100 ML SYRUP
1553,2535,2535,ASCORIL LS SYRUP 100ML,ASCORILLS,SYRUP 100ML, BOTTLE OF 100 ML SYRUP
1554,2538,2538,ASCORIL PLUS TABLETS 10^S,ASCORILPLUS,STRIP OF 10 TABLETS, BOTTLE OF 100 ML SYRUP
1555,2532,2532,ASCORIL LS DROP 15ML,ASCORILLS,DROP 15ML, BOTTLE OF 15 ML DROPS
1556,2535,2535,ASCORIL LS SYRUP 100ML,ASCORILLS,SYRUP 100ML, BOTTLE OF 15 ML DROPS
1557,2538,2538,ASCORIL PLUS TABLETS 10^S,ASCORILPLUS,STRIP OF 10 TABLETS, BOTTLE OF 15 ML DROPS
1558,2533,2533,ASCORIL LS JUNIOR SYRUP 100ML,ASCORILLSJUNIOR,SYRUP 100ML, BOTTLE OF 100 ML EXPECTORANT
1559,2534,2534,ASCORIL LS JUNIOR SYRUP 60ML,ASCORILLSJUNIOR,SYRUP 60ML, BOTTLE OF 100 ML EXPECTORANT
